US-HOUSE-GA-02,Elections - US House District,GA,,2,Sanford Bishop,Matt Day,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-02 House seat?; Will the Democratic Party win the GA-02 House seat?; Will another party win the GA-02 House seat?; Will A win the GA-02 House seat?; Will B win the GA-02 House seat?; Will C win the GA-02 House seat?; Will D win the GA-02 House seat?; Will E win the GA-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-03,Elections - US House District,GA,,3,Maura Keller,Brian Jack,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-03 House seat?; Will the Democratic Party win the GA-03 House seat?; Will another party win the GA-03 House seat?; Will A win the GA-03 House seat?; Will B win the GA-03 House seat?; Will C win the GA-03 House seat?; Will D win the GA-03 House seat?; Will E win the GA-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-04,Elections - US House District,GA,,4,Henry Johnson,James Duffie,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-04 House seat?; Will the Democratic Party win the GA-04 House seat?; Will another party win the GA-04 House seat?; Will A win the GA-04 House seat?; Will B win the GA-04 House seat?; Will C win the GA-04 House seat?; Will D win the GA-04 House seat?; Will E win the GA-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-05,Elections - US House District,GA,,5,Nikema Williams,John Salvesen,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-05 House seat?; Will the Democratic Party win the GA-05 House seat?; Will another party win the GA-05 House seat?; Will A win the GA-05 House seat?; Will B win the GA-05 House seat?; Will C win the GA-05 House seat?; Will D win the GA-05 House seat?; Will E win the GA-05 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-06,Elections - US House District,GA,,6,Lucy McBath,Kevin Martin,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-06 House seat?; Will the Democratic Party win the GA-06 House seat?; Will another party win the GA-06 House seat?; Will A win the GA-06 House seat?; Will B win the GA-06 House seat?; Will C win the GA-06 House seat?; Will D win the GA-06 House seat?; Will E win the GA-06 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-07,Elections - US House District,GA,,7,Tony Kozycki,Rich McCormick,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-07 House seat?; Will the Democratic Party win the GA-07 House seat?; Will another party win the GA-07 House seat?; Will A win the GA-07 House seat?; Will B win the GA-07 House seat?; Will C win the GA-07 House seat?; Will D win the GA-07 House seat?; Will E win the GA-07 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-08,Elections - US House District,GA,,8,Kelly Esti,Austin Scott,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-08 House seat?; Will the Democratic Party win the GA-08 House seat?; Will another party win the GA-08 House seat?; Will A win the GA-08 House seat?; Will B win the GA-08 House seat?; Will C win the GA-08 House seat?; Will D win the GA-08 House seat?; Will E win the GA-08 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-09,Elections - US House District,GA,,9,Caitlyn Gegen,Andrew Clyde,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-09 House seat?; Will the Democratic Party win the GA-09 House seat?; Will another party win the GA-09 House seat?; Will A win the GA-09 House seat?; Will B win the GA-09 House seat?; Will C win the GA-09 House seat?; Will D win the GA-09 House seat?; Will E win the GA-09 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-10,Elections - US House District,GA,,10,Pamela DeLancy,Houston Gaines,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-10 House seat?; Will the Democratic Party win the GA-10 House seat?; Will another party win the GA-10 House seat?; Will A win the GA-10 House seat?; Will B win the GA-10 House seat?; Will C win the GA-10 House seat?; Will D win the GA-10 House seat?; Will E win the GA-10 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-11,Elections - US House District,GA,,11,Chris Harden,John Cowan,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-11 House seat?; Will the Democratic Party win the GA-11 House seat?; Will another party win the GA-11 House seat?; Will A win the GA-11 House seat?; Will B win the GA-11 House seat?; Will C win the GA-11 House seat?; Will D win the GA-11 House seat?; Will E win the GA-11 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-12,Elections - US House District,GA,,12,Ceretta Smith,Rick Allen,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-12 House seat?; Will the Democratic Party win the GA-12 House seat?; Will another party win the GA-12 House seat?; Will A win the GA-12 House seat?; Will B win the GA-12 House seat?; Will C win the GA-12 House seat?; Will D win the GA-12 House seat?; Will E win the GA-12 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-13,Elections - US House District,GA,,13,Jasmine Clark,Jonathan Chavez,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-13 House seat?; Will the Democratic Party win the GA-13 House seat?; Will another party win the GA-13 House seat?; Will A win the GA-13 House seat?; Will B win the GA-13 House seat?; Will C win the GA-13 House seat?; Will D win the GA-13 House seat?; Will E win the GA-13 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-GA-14,Elections - US House District,GA,,14,Shawn Harris,Clay Fuller,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the GA-14 House seat?; Will the Democratic Party win the GA-14 House seat?; Will another party win the GA-14 House seat?; Will A win the GA-14 House seat?; Will B win the GA-14 House seat?; Will C win the GA-14 House seat?; Will D win the GA-14 House seat?; Will E win the GA-14 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-HI-01,Elections - US House District,HI,,1,Ed Case,Adriel Lam,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the HI-01 House seat?; Will the Democratic Party win the HI-01 House seat?; Will another party win the HI-01 House seat?; Will A win the HI-01 House seat?; Will B win the HI-01 House seat?; Will C win the HI-01 House seat?; Will D win the HI-01 House seat?; Will E win the HI-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-HI-02,Elections - US House District,HI,,2,Jill Tokuda,Brenton Awa,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the HI-02 House seat?; Will the Democratic Party win the HI-02 House seat?; Will another party win the HI-02 House seat?; Will A win the HI-02 House seat?; Will B win the HI-02 House seat?; Will C win the HI-02 House seat?; Will D win the HI-02 House seat?; Will E win the HI-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IA-01,Elections - US House District,IA,,1,Christina Bohannan,Mariannette Miller-Meeks,Christina Bohannan,HOUSEIA1-26-D,0.76,0.77,355.29,399.86,2027-11-03T15:00:00Z,active,ok,Mariannette Miller-Meeks,HOUSEIA1-26-R,0.23,0.25,7065.75,298.0,2027-11-03T15:00:00Z,active,ok,,2,,,,,,,,,,,,,,,,,,Will the Republican Party win the IA-01 House seat?; Will the Democratic Party win the IA-01 House seat?; Will another party win the IA-01 House seat?; Will A win the IA-01 House seat?; Will B win the IA-01 House seat?; Will C win the IA-01 House seat?; Will D win the IA-01 House seat?; Will E win the IA-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IA-02,Elections - US House District,IA,,2,Lindsay James,Joe Mitchell,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IA-02 House seat?; Will the Democratic Party win the IA-02 House seat?; Will another party win the IA-02 House seat?; Will A win the IA-02 House seat?; Will B win the IA-02 House seat?; Will C win the IA-02 House seat?; Will D win the IA-02 House seat?; Will E win the IA-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IA-03,Elections - US House District,IA,,3,Sarah Trone Garriott,Zach Nunn,Sarah Trone Garriott,HOUSEIA3-26-D,0.77,0.79,900.0,14.86,2027-11-03T15:00:00Z,active,ok,Zach Nunn,HOUSEIA3-26-R,0.21,0.24,13.0,500.0,2027-11-03T15:00:00Z,active,ok,,2,,,,,,,,,,,,,,,,,,Will the Republican Party win the IA-03 House seat?; Will the Democratic Party win the IA-03 House seat?; Will another party win the IA-03 House seat?; Will A win the IA-03 House seat?; Will B win the IA-03 House seat?; Will C win the IA-03 House seat?; Will D win the IA-03 House seat?; Will E win the IA-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IA-04,Elections - US House District,IA,,4,Dave Dawson,Chris McGowan,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IA-04 House seat?; Will the Democratic Party win the IA-04 House seat?; Will another party win the IA-04 House seat?; Will A win the IA-04 House seat?; Will B win the IA-04 House seat?; Will C win the IA-04 House seat?; Will D win the IA-04 House seat?; Will E win the IA-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-ID-01,Elections - US House District,ID,,1,Kaylee Peterson,Russ Fulcher,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the ID-01 House seat?; Will the Democratic Party win the ID-01 House seat?; Will another party win the ID-01 House seat?; Will A win the ID-01 House seat?; Will B win the ID-01 House seat?; Will C win the ID-01 House seat?; Will D win the ID-01 House seat?; Will E win the ID-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-ID-02,Elections - US House District,ID,,2,Elinor Gilbreath,Mike Simpson,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the ID-02 House seat?; Will the Democratic Party win the ID-02 House seat?; Will another party win the ID-02 House seat?; Will A win the ID-02 House seat?; Will B win the ID-02 House seat?; Will C win the ID-02 House seat?; Will D win the ID-02 House seat?; Will E win the ID-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-01,Elections - US House District,IL,,1,Jonathan Jackson,Christian Maxwell,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-01 House seat?; Will the Democratic Party win the IL-01 House seat?; Will another party win the IL-01 House seat?; Will A win the IL-01 House seat?; Will B win the IL-01 House seat?; Will C win the IL-01 House seat?; Will D win the IL-01 House seat?; Will E win the IL-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-02,Elections - US House District,IL,,2,Donna Miller,Michael Noack,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-02 House seat?; Will the Democratic Party win the IL-02 House seat?; Will another party win the IL-02 House seat?; Will A win the IL-02 House seat?; Will B win the IL-02 House seat?; Will C win the IL-02 House seat?; Will D win the IL-02 House seat?; Will E win the IL-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-03,Elections - US House District,IL,,3,Delia Ramirez,Angel Oakley,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-03 House seat?; Will the Democratic Party win the IL-03 House seat?; Will another party win the IL-03 House seat?; Will A win the IL-03 House seat?; Will B win the IL-03 House seat?; Will C win the IL-03 House seat?; Will D win the IL-03 House seat?; Will E win the IL-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-04,Elections - US House District,IL,,4,Patty Garcia,Lupe Castillo,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-04 House seat?; Will the Democratic Party win the IL-04 House seat?; Will another party win the IL-04 House seat?; Will A win the IL-04 House seat?; Will B win the IL-04 House seat?; Will C win the IL-04 House seat?; Will D win the IL-04 House seat?; Will E win the IL-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-05,Elections - US House District,IL,,5,Mike Quigley,Tommy Hanson,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-05 House seat?; Will the Democratic Party win the IL-05 House seat?; Will another party win the IL-05 House seat?; Will A win the IL-05 House seat?; Will B win the IL-05 House seat?; Will C win the IL-05 House seat?; Will D win the IL-05 House seat?; Will E win the IL-05 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-06,Elections - US House District,IL,,6,Sean Casten,Niki Conforti,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-06 House seat?; Will the Democratic Party win the IL-06 House seat?; Will another party win the IL-06 House seat?; Will A win the IL-06 House seat?; Will B win the IL-06 House seat?; Will C win the IL-06 House seat?; Will D win the IL-06 House seat?; Will E win the IL-06 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-07,Elections - US House District,IL,,7,La Shawn Ford,Chad Koppie,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-07 House seat?; Will the Democratic Party win the IL-07 House seat?; Will another party win the IL-07 House seat?; Will A win the IL-07 House seat?; Will B win the IL-07 House seat?; Will C win the IL-07 House seat?; Will D win the IL-07 House seat?; Will E win the IL-07 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-08,Elections - US House District,IL,,8,Melissa Bean,Jennifer Davis,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-08 House seat?; Will the Democratic Party win the IL-08 House seat?; Will another party win the IL-08 House seat?; Will A win the IL-08 House seat?; Will B win the IL-08 House seat?; Will C win the IL-08 House seat?; Will D win the IL-08 House seat?; Will E win the IL-08 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-09,Elections - US House District,IL,,9,Daniel Biss,John Elleson,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-09 House seat?; Will the Democratic Party win the IL-09 House seat?; Will another party win the IL-09 House seat?; Will A win the IL-09 House seat?; Will B win the IL-09 House seat?; Will C win the IL-09 House seat?; Will D win the IL-09 House seat?; Will E win the IL-09 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-10,Elections - US House District,IL,,10,Brad Schneider,Carl Lambrecht,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-10 House seat?; Will the Democratic Party win the IL-10 House seat?; Will another party win the IL-10 House seat?; Will A win the IL-10 House seat?; Will B win the IL-10 House seat?; Will C win the IL-10 House seat?; Will D win the IL-10 House seat?; Will E win the IL-10 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-11,Elections - US House District,IL,,11,Bill Foster,Jeff Walter,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-11 House seat?; Will the Democratic Party win the IL-11 House seat?; Will another party win the IL-11 House seat?; Will A win the IL-11 House seat?; Will B win the IL-11 House seat?; Will C win the IL-11 House seat?; Will D win the IL-11 House seat?; Will E win the IL-11 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-12,Elections - US House District,IL,,12,Julie Fortier,Mike Bost,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-12 House seat?; Will the Democratic Party win the IL-12 House seat?; Will another party win the IL-12 House seat?; Will A win the IL-12 House seat?; Will B win the IL-12 House seat?; Will C win the IL-12 House seat?; Will D win the IL-12 House seat?; Will E win the IL-12 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-13,Elections - US House District,IL,,13,Nikki Budzinski,Jeff Wilson,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-13 House seat?; Will the Democratic Party win the IL-13 House seat?; Will another party win the IL-13 House seat?; Will A win the IL-13 House seat?; Will B win the IL-13 House seat?; Will C win the IL-13 House seat?; Will D win the IL-13 House seat?; Will E win the IL-13 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-14,Elections - US House District,IL,,14,Lauren Underwood,James Marter,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-14 House seat?; Will the Democratic Party win the IL-14 House seat?; Will another party win the IL-14 House seat?; Will A win the IL-14 House seat?; Will B win the IL-14 House seat?; Will C win the IL-14 House seat?; Will D win the IL-14 House seat?; Will E win the IL-14 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-15,Elections - US House District,IL,,15,Jennifer Todd,Mary Miller,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-15 House seat?; Will the Democratic Party win the IL-15 House seat?; Will another party win the IL-15 House seat?; Will A win the IL-15 House seat?; Will B win the IL-15 House seat?; Will C win the IL-15 House seat?; Will D win the IL-15 House seat?; Will E win the IL-15 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-16,Elections - US House District,IL,,16,Paul Nolley,Darin LaHood,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-16 House seat?; Will the Democratic Party win the IL-16 House seat?; Will another party win the IL-16 House seat?; Will A win the IL-16 House seat?; Will B win the IL-16 House seat?; Will C win the IL-16 House seat?; Will D win the IL-16 House seat?; Will E win the IL-16 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IL-17,Elections - US House District,IL,,17,Eric Sorensen,Dillan Vancil,Eric Sorensen,HOUSEIL17-26-D,0.913,0.947,66.0,300.0,2027-11-03T15:00:00Z,active,ok,Dillan Vancil,HOUSEIL17-26-R,0.042,0.079,300.0,250.0,2027-11-03T15:00:00Z,active,ok,,2,,,,,,,,,,,,,,,,,,Will the Republican Party win the IL-17 House seat?; Will the Democratic Party win the IL-17 House seat?; Will another party win the IL-17 House seat?; Will A win the IL-17 House seat?; Will B win the IL-17 House seat?; Will C win the IL-17 House seat?; Will D win the IL-17 House seat?; Will E win the IL-17 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-01,Elections - US House District,IN,,1,Frank Mrvan,Barb Regnitz,Frank Mrvan,HOUSEIN1-26-D,0.946,0.95,4.75,300.0,2027-11-03T15:00:00Z,active,ok,Barb Regnitz,HOUSEIN1-26-R,0.01,0.039,500.0,5000.0,2027-11-03T15:00:00Z,active,ok,,2,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-01 House seat?; Will the Democratic Party win the IN-01 House seat?; Will another party win the IN-01 House seat?; Will A win the IN-01 House seat?; Will B win the IN-01 House seat?; Will C win the IN-01 House seat?; Will D win the IN-01 House seat?; Will E win the IN-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-02,Elections - US House District,IN,,2,Jamee Decio,Rudy Yakym,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-02 House seat?; Will the Democratic Party win the IN-02 House seat?; Will another party win the IN-02 House seat?; Will A win the IN-02 House seat?; Will B win the IN-02 House seat?; Will C win the IN-02 House seat?; Will D win the IN-02 House seat?; Will E win the IN-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-03,Elections - US House District,IN,,3,Kelly Thompson,Marlin Stutzman,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-03 House seat?; Will the Democratic Party win the IN-03 House seat?; Will another party win the IN-03 House seat?; Will A win the IN-03 House seat?; Will B win the IN-03 House seat?; Will C win the IN-03 House seat?; Will D win the IN-03 House seat?; Will E win the IN-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-04,Elections - US House District,IN,,4,Drew Cox,Jim Baird,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-04 House seat?; Will the Democratic Party win the IN-04 House seat?; Will another party win the IN-04 House seat?; Will A win the IN-04 House seat?; Will B win the IN-04 House seat?; Will C win the IN-04 House seat?; Will D win the IN-04 House seat?; Will E win the IN-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-05,Elections - US House District,IN,,5,J.D. Ford,Victoria Spartz,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-05 House seat?; Will the Democratic Party win the IN-05 House seat?; Will another party win the IN-05 House seat?; Will A win the IN-05 House seat?; Will B win the IN-05 House seat?; Will C win the IN-05 House seat?; Will D win the IN-05 House seat?; Will E win the IN-05 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-06,Elections - US House District,IN,,6,Cynthia Wirth,Jefferson Shreve,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-06 House seat?; Will the Democratic Party win the IN-06 House seat?; Will another party win the IN-06 House seat?; Will A win the IN-06 House seat?; Will B win the IN-06 House seat?; Will C win the IN-06 House seat?; Will D win the IN-06 House seat?; Will E win the IN-06 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-07,Elections - US House District,IN,,7,Andre Carson,Patrick McAuley,André Carson,KXHOUSEIN7-26-D,0.965,0.98,1180.0,51.0,2027-11-03T15:00:00Z,active,ok,Patrick McAuley,KXHOUSEIN7-26-R,0.001,0.056,500.0,1000.0,2027-11-03T15:00:00Z,active,ok,,2,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-07 House seat?; Will the Democratic Party win the IN-07 House seat?; Will another party win the IN-07 House seat?; Will A win the IN-07 House seat?; Will B win the IN-07 House seat?; Will C win the IN-07 House seat?; Will D win the IN-07 House seat?; Will E win the IN-07 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-08,Elections - US House District,IN,,8,Mary Allen,Mark Messmer,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-08 House seat?; Will the Democratic Party win the IN-08 House seat?; Will another party win the IN-08 House seat?; Will A win the IN-08 House seat?; Will B win the IN-08 House seat?; Will C win the IN-08 House seat?; Will D win the IN-08 House seat?; Will E win the IN-08 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-IN-09,Elections - US House District,IN,,9,Brad Meyer,Erin Houchin,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the IN-09 House seat?; Will the Democratic Party win the IN-09 House seat?; Will another party win the IN-09 House seat?; Will A win the IN-09 House seat?; Will B win the IN-09 House seat?; Will C win the IN-09 House seat?; Will D win the IN-09 House seat?; Will E win the IN-09 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KS-01,Elections - US House District,KS,,1,Lauren Reinhold,Tracey Mann,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KS-01 House seat?; Will the Democratic Party win the KS-01 House seat?; Will another party win the KS-01 House seat?; Will A win the KS-01 House seat?; Will B win the KS-01 House seat?; Will C win the KS-01 House seat?; Will D win the KS-01 House seat?; Will E win the KS-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KS-02,Elections - US House District,KS,,2,Don Coover,Derek Schmidt,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KS-02 House seat?; Will the Democratic Party win the KS-02 House seat?; Will another party win the KS-02 House seat?; Will A win the KS-02 House seat?; Will B win the KS-02 House seat?; Will C win the KS-02 House seat?; Will D win the KS-02 House seat?; Will E win the KS-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KS-03,Elections - US House District,KS,,3,Sharice Davids,Eric Jenkins,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KS-03 House seat?; Will the Democratic Party win the KS-03 House seat?; Will another party win the KS-03 House seat?; Will A win the KS-03 House seat?; Will B win the KS-03 House seat?; Will C win the KS-03 House seat?; Will D win the KS-03 House seat?; Will E win the KS-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KS-04,Elections - US House District,KS,,4,Katy Tyndell,Ron Estes,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KS-04 House seat?; Will the Democratic Party win the KS-04 House seat?; Will another party win the KS-04 House seat?; Will A win the KS-04 House seat?; Will B win the KS-04 House seat?; Will C win the KS-04 House seat?; Will D win the KS-04 House seat?; Will E win the KS-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-01,Elections - US House District,KY,,1,Drew Williams,James Comer,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-01 House seat?; Will the Democratic Party win the KY-01 House seat?; Will another party win the KY-01 House seat?; Will A win the KY-01 House seat?; Will B win the KY-01 House seat?; Will C win the KY-01 House seat?; Will D win the KY-01 House seat?; Will E win the KY-01 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-02,Elections - US House District,KY,,2,Megan Wingfield,Brett Guthrie,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-02 House seat?; Will the Democratic Party win the KY-02 House seat?; Will another party win the KY-02 House seat?; Will A win the KY-02 House seat?; Will B win the KY-02 House seat?; Will C win the KY-02 House seat?; Will D win the KY-02 House seat?; Will E win the KY-02 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-03,Elections - US House District,KY,,3,Morgan McGarvey,Maria Rodriguez,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-03 House seat?; Will the Democratic Party win the KY-03 House seat?; Will another party win the KY-03 House seat?; Will A win the KY-03 House seat?; Will B win the KY-03 House seat?; Will C win the KY-03 House seat?; Will D win the KY-03 House seat?; Will E win the KY-03 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-04,Elections - US House District,KY,,4,Melissa Strange,Ed Gallrein,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-04 House seat?; Will the Democratic Party win the KY-04 House seat?; Will another party win the KY-04 House seat?; Will A win the KY-04 House seat?; Will B win the KY-04 House seat?; Will C win the KY-04 House seat?; Will D win the KY-04 House seat?; Will E win the KY-04 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-05,Elections - US House District,KY,,5,Ned Pillersdorf,Harold Rogers,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-05 House seat?; Will the Democratic Party win the KY-05 House seat?; Will another party win the KY-05 House seat?; Will A win the KY-05 House seat?; Will B win the KY-05 House seat?; Will C win the KY-05 House seat?; Will D win the KY-05 House seat?; Will E win the KY-05 House seat?,8,,2026-09-08T12:45:01.517424+00:00
US-HOUSE-KY-06,Elections - US House District,KY,,6,Zach Dembo,Ralph Alvarado,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Will the Republican Party win the KY-06 House seat?; Will the Democratic Party win the KY-06 House seat?; Will another party win the KY-06 House seat?; Will A win the KY-06 House seat?; Will B win the KY-06 House seat?; Will C win the KY-06 House seat?; Will D win the KY-06 House seat?; Will E win the KY-06 House seat?,8,,2026-09-08T12:45:01.517424+00:00
